state,fiscal_year,funds_awarded,ccdf_discretionary,ssbg_block_grant,adjusted_award,carryover,basic_assistance,basic_assistance_no_subsidies,basic_assistance_subsidies,other_assistance,other_assistance_foster,other_assistance_juvenile_justice,other_assistance_emergency,non_assistance,non_assistance_welfare_foster,non_assistance_juvenile_justice,non_assistance_emergency,work_ed,work_ed_subsidized_emp,work_ed_training,work_ed_other,work_supports,early_ed,early_ed_childcare,early_ed_prek,financial_ed,eitc_refundable,non_eitc_refundable,short_term_benefits,support__services,children_youth_services,pregnancy_prevention,fatherhood_programs,child_welfare,child_welfare_family,child_welfare_adoption,child_welfare_other,home_visiting,program_mgmt,program_mgmt_admin,program_mgmt_assessment,program_mgmt_systems,other,total_expenditures,fed_unliquidated,unobligated_balance
ALABAMA,2016.00,102479587.00,18663041.00,9331520.00,65320646.00,53083693.00,25672715.00,25672715.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4165528.00,769798.00,630234.00,2765496.00,3376406.00,20658746.00,5779463.00,14879283.00,0.00,0.00,0.00,45787754.00,654583.00,1288438.00,968027.00,2307740.00,23217143.00,98584.00,0.00,23118559.00,980551.00,24276093.00,9776138.00,13560084.00,939871.00,0.00,153353724.00,11250000.00,60686753.00
ALASKA,2016.00,44607376.00,8921475.00,4460738.00,31225163.00,57417223.00,39416180.00,39416180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6956595.00,7180.00,32723.00,6916692.00,705842.00,15173869.00,15173869.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266797.00,0.00,0.00,0.00,0.00,0.00,0.00,10689000.00,10013102.00,398294.00,277604.00,0.00,73208283.00,0.00,53543866.00
ARIZONA,2016.00,219796941.00,0.00,20014130.00,180127169.00,4834012.00,44727521.00,20227039.00,24500482.00,5024840.00,5024840.00,0.00,0.00,39406910.00,39406910.00,0.00,0.00,1570672.00,1124331.00,200007.00,246334.00,11048681.00,2717800.00,2717800.00,0.00,0.00,0.00,0.00,8196228.00,10321411.00,0.00,0.00,0.00,172124603.00,138705707.00,3600000.00,29818896.00,0.00,56170586.00,38485812.00,12336072.00,5348702.00,11834781.00,363144033.00,0.00,6740642.00
ARKANSAS,2016.00,62304527.00,0.00,0.00,56732858.00,44283924.00,7039380.00,7039380.00,0.00,0.00,0.00,0.00,0.00,4997751.00,0.00,0.00,4997751.00,15459789.00,21242.00,3532986.00,11905561.00,1377289.00,104592750.00,7997820.00,96594930.00,292378.00,0.00,0.00,0.00,0.00,0.00,1096915.00,2685549.00,0.00,0.00,0.00,0.00,0.00,15987840.00,12983150.00,0.00,3004690.00,0.00,153529641.00,34607929.00,17521297.00
CALIFORNIA,2016.00,3651628884.00,0.00,361919546.00,3289709338.00,175108742.00,2632008637.00,2531434214.00,100574423.00,244156410.00,0.00,0.00,244156410.00,0.00,0.00,0.00,0.00,1325725114.00,35403229.00,676104057.00,614217828.00,257965217.00,536249060.00,536249060.00,0.00,9944.00,99765.00,0.00,780227.00,152517757.00,729105.00,24191981.00,2058787.00,397.00,284.00,0.00,113.00,0.00,842455816.00,547240705.00,247324307.00,47890804.00,45813.00,6018994030.00,355494919.00,0.00
COLORADO,2016.00,149418660.00,4615733.00,331397.00,131109560.00,78909172.00,74788705.00,74788705.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9085174.00,95619.00,4291538.00,4698017.00,7433775.00,75236742.00,11409461.00,63827281.00,1520.00,71520591.00,5211320.00,21754424.00,2061313.00,301730.00,461576.00,111483.00,44081020.00,30454796.00,0.00,13626224.00,7344715.00,55345396.00,15721651.00,32648266.00,6975479.00,0.00,374739484.00,0.00,87789841.00
CONNECTICUT,2016.00,266788107.00,0.00,23898520.00,242889587.00,0.00,59229283.00,59229283.00,0.00,0.00,0.00,0.00,0.00,17778981.00,0.00,0.00,17778981.00,13953244.00,0.00,13953244.00,0.00,0.00,110244588.00,25536029.00,84708559.00,0.00,0.00,0.00,0.00,8959746.00,0.00,66024718.00,17819738.00,56825733.00,56825733.00,0.00,0.00,0.00,93934113.00,34432519.00,48985038.00,10516556.00,0.00,444770144.00,0.00,0.00
DELAWARE,2016.00,35462240.00,0.00,0.00,32290981.00,9906318.00,19611962.00,19611962.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4950744.00,2385127.00,1606617.00,959000.00,0.00,71533643.00,71533643.00,0.00,0.00,0.00,0.00,4672581.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15798744.00,4269840.00,10925323.00,603581.00,0.00,116567674.00,267249.00,8389890.00
DIST.OF COLUMBIA,2016.00,101704917.00,0.00,3935917.00,88673898.00,89998782.00,99550447.00,99550447.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38149080.00,5971302.00,1786888.00,30390890.00,0.00,59532260.00,59532260.00,0.00,0.00,30196659.00,0.00,52684109.00,1106314.00,0.00,1421787.00,0.00,0.00,0.00,0.00,0.00,1537103.00,9887309.00,5849189.00,2458914.00,1579206.00,5008960.00,299074028.00,0.00,67078887.00
FLORIDA,2016.00,562340120.00,110662021.00,56234011.00,395444088.00,85567769.00,167512569.00,152716225.00,14796344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45918308.00,567174.00,5213080.00,40138054.00,4712247.00,239150874.00,239150874.00,0.00,0.00,0.00,0.00,953259.00,22508558.00,0.00,379213.00,0.00,263112169.00,50662770.00,839285.00,211610114.00,0.00,51110711.00,42090881.00,0.00,9019830.00,0.00,795357908.00,0.00,55170948.00
GEORGIA,2016.00,330741739.00,0.00,5881073.00,324860666.00,42100993.00,83569126.00,54061389.00,29507737.00,14408601.00,14408601.00,0.00,0.00,0.00,0.00,0.00,0.00,13910622.00,7573186.00,304.00,6337132.00,4357292.00,22182651.00,22182651.00,0.00,0.00,0.00,0.00,105518.00,22232548.00,66952484.00,1057934.00,64871.00,243798459.00,217521008.00,16544039.00,9733412.00,0.00,16992290.00,10351416.00,5106219.00,1534655.00,0.00,489632396.00,37937517.00,12760273.00
HAWAII,2016.00,108618111.00,0.00,9890000.00,89014788.00,134503562.00,42384056.00,42384056.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68408356.00,1479071.00,62748403.00,4180882.00,2340103.00,4971633.00,4971633.00,0.00,0.00,0.00,0.00,466366.00,18257947.00,16563669.00,2863115.00,4921185.00,5075966.00,1381508.00,132000.00,3562458.00,0.00,27576371.00,13319396.00,10284452.00,3972523.00,12019831.00,205848598.00,7595696.00,178613419.00
IDAHO,2016.00,30412562.00,7831234.00,1292534.00,21288794.00,30441563.00,7917110.00,7917110.00,0.00,0.00,0.00,0.00,0.00,10450969.00,0.00,0.00,10450969.00,4412204.00,467140.00,49346.00,3895718.00,126158.00,6644201.00,5175820.00,1468381.00,0.00,0.00,0.00,1472237.00,0.00,0.00,385778.00,0.00,1402206.00,1402206.00,0.00,0.00,0.00,6048595.00,4894144.00,0.00,1154451.00,0.00,38859458.00,0.00,25896278.00
ILLINOIS,2016.00,585056960.00,0.00,1200000.00,583856960.00,0.00,53514363.00,53514363.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18178214.00,0.00,10827906.00,7350308.00,2683770.00,667022076.00,626258703.00,40763373.00,377984.00,60022169.00,0.00,564492.00,5803515.00,0.00,2350644.00,0.00,225358944.00,4456405.00,0.00,220902539.00,0.00,70541103.00,0.00,70421872.00,119231.00,0.00,1106417274.00,0.00,47403096.00
INDIANA,2016.00,206799109.00,62039733.00,0.00,144759376.00,329161219.00,18557718.00,18557718.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8487028.00,0.00,8487028.00,0.00,104375.00,41522015.00,41522015.00,0.00,0.00,32034389.00,0.00,0.00,0.00,21375984.00,5010948.00,43351.00,17596052.00,17596052.00,0.00,0.00,20810789.00,25657915.00,17070580.00,0.00,8587335.00,48861788.00,240062352.00,95362650.00,252021116.00
IOWA,2016.00,131019431.00,26328097.00,12962008.00,91729326.00,22153559.00,40353294.00,40353294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12401653.00,0.00,1451.00,12400202.00,1896799.00,22445886.00,22445886.00,0.00,0.00,26754944.00,0.00,250677.00,0.00,4921116.00,1535574.00,12154.00,50229077.00,48054520.00,0.00,2174557.00,0.00,13385247.00,6800457.00,5613951.00,970839.00,0.00,174186421.00,17146215.00,6834249.00
KANSAS,2016.00,101901833.00,0.00,10190183.00,91711650.00,60077086.00,16403189.00,16403189.00,0.00,16317833.00,16317833.00,0.00,0.00,3406308.00,3406308.00,0.00,0.00,2143327.00,0.00,493441.00,1649886.00,2230422.00,20113698.00,6673025.00,13440673.00,0.00,46157342.00,0.00,0.00,2806969.00,13996246.00,0.00,1018090.00,4044988.00,4044988.00,0.00,0.00,329700.00,15411094.00,7096531.00,3878431.00,4436132.00,0.00,144379206.00,73387976.00,292594.00
KENTUCKY,2016.00,181287669.00,0.00,0.00,181287669.00,30228103.00,144001409.00,98283314.00,45718095.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30805301.00,11007640.00,281913.00,19515748.00,0.00,26724313.00,26724313.00,0.00,0.00,0.00,0.00,0.00,11776291.00,0.00,0.00,4744389.00,0.00,0.00,0.00,0.00,0.00,13693944.00,10702772.00,0.00,2991172.00,0.00,231745647.00,0.00,65958190.00
LOUISIANA,2016.00,163971985.00,0.00,16397198.00,147574787.00,12949954.00,19661371.00,19661371.00,0.00,0.00,0.00,0.00,0.00,12322441.00,0.00,0.00,12322441.00,32730485.00,0.00,32730485.00,0.00,1257779.00,71077523.00,6880663.00,64196860.00,0.00,14980869.00,0.00,0.00,7410449.00,1503358.00,1172778.00,0.00,31822980.00,699637.00,0.00,31123343.00,2546853.00,19453143.00,17708449.00,1283467.00,461227.00,0.00,215940029.00,0.00,0.00
MAINE,2016.00,78120889.00,0.00,6222231.00,71898658.00,92013296.00,30477557.00,23574046.00,6903511.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1570838.00,0.00,455865.00,1114973.00,4082134.00,14039959.00,8718806.00,5321153.00,0.00,0.00,85126.00,3900127.00,6095273.00,0.00,733652.00,103903.00,7501351.00,1810245.00,0.00,5691106.00,934454.00,12708941.00,4128737.00,6823283.00,1756921.00,0.00,82233315.00,8403300.00,110799282.00
MARYLAND,2016.00,251597483.00,0.00,22909803.00,206188229.00,0.00,123423287.00,123423287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30833234.00,6555421.00,1297631.00,22980182.00,6224116.00,104694004.00,30876609.00,73817395.00,0.00,158859483.00,0.00,37539190.00,0.00,0.00,247872.00,1845907.00,28662958.00,20502551.00,0.00,8160407.00,1086765.00,42323346.00,16316297.00,21272691.00,4734358.00,0.00,535740162.00,0.00,0.00
MASSACHUSETTS,2016.00,504485414.00,91874223.00,45937112.00,321559781.00,0.00,231104706.00,231104706.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169264636.00,0.00,165235677.00,4028959.00,77841.00,246846761.00,242735981.00,4110780.00,0.00,115539244.00,0.00,105971454.00,14531007.00,0.00,10207078.00,0.00,16945126.00,16945126.00,0.00,0.00,0.00,34640357.00,34640357.00,0.00,0.00,0.00,945128210.00,0.00,0.00
MICHIGAN,2016.00,775352858.00,0.00,77535286.00,697817572.00,57432623.00,130839319.00,75255122.00,55584197.00,47942311.00,47942311.00,0.00,0.00,235082.00,0.00,0.00,235082.00,3934441.00,276088.00,3658353.00,0.00,56747012.00,241143468.00,19529091.00,221614377.00,0.00,42677508.00,0.00,64388301.00,12626023.00,311491741.00,0.00,0.00,42443884.00,42443884.00,0.00,0.00,0.00,318326140.00,54324530.00,259893073.00,4108537.00,0.00,1272795230.00,0.00,92107042.00
MINNESOTA,2016.00,261481769.00,48000000.00,4719032.00,208762737.00,83100594.00,93051164.00,93051164.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50921016.00,0.00,867925.00,50053091.00,2759412.00,127801573.00,122101573.00,5700000.00,0.00,160996000.00,9000000.00,26769754.00,0.00,0.00,1118569.00,0.00,0.00,0.00,0.00,0.00,5371040.00,46944282.00,46839820.00,0.00,104462.00,4323294.00,529056104.00,0.00,76190660.00
MISSISSIPPI,2016.00,86767578.00,17353516.00,8676757.00,60737305.00,35780086.00,9674253.00,9674253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20110028.00,0.00,10968518.00,9141510.00,7594448.00,2715429.00,2715429.00,0.00,0.00,0.00,0.00,0.00,3925383.00,4312145.00,1653.00,1945345.00,16067509.00,0.00,0.00,16067509.00,0.00,5222884.00,2752787.00,0.00,2470097.00,0.00,71569077.00,0.00,46672622.00
MISSOURI,2016.00,217051740.00,0.00,21701176.00,195350564.00,16416284.00,51610188.00,51610188.00,0.00,0.00,0.00,0.00,0.00,105621520.00,89488723.00,0.00,16132797.00,27677024.00,3490115.00,1993021.00,22193888.00,2051311.00,51462930.00,51462930.00,0.00,0.00,0.00,0.00,63707738.00,572854.00,0.00,0.00,670322.00,0.00,0.00,0.00,0.00,0.00,10369214.00,7614237.00,2754977.00,0.00,41480603.00,355223704.00,283487.00,0.00
MONTANA,2016.00,38039116.00,8700000.00,2575839.00,26763277.00,42917089.00,19833336.00,19833336.00,0.00,2320592.00,0.00,0.00,2320592.00,2022386.00,2022386.00,0.00,0.00,11736590.00,1767175.00,985518.00,8983897.00,665181.00,1750046.00,1750046.00,0.00,417525.00,0.00,0.00,589806.00,0.00,954003.00,289378.00,0.00,141140.00,141140.00,0.00,0.00,0.00,5471246.00,3583372.00,8526.00,1879348.00,0.00,46191229.00,0.00,37504136.00
NEBRASKA,2016.00,56833778.00,17000000.00,0.00,39833778.00,59981915.00,26952782.00,26952782.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14551927.00,490212.00,0.00,14061715.00,0.00,6498998.00,6498998.00,0.00,0.00,30816481.00,5547685.00,0.00,0.00,218892.00,0.00,0.00,3549135.00,3549135.00,0.00,0.00,0.00,5092395.00,4869967.00,0.00,222428.00,0.00,93228295.00,0.00,62246202.00
NEVADA,2016.00,48219623.00,0.00,0.00,43907517.00,6361484.00,44515377.00,44515377.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54335.00,0.00,38235.00,16100.00,2390234.00,16034348.00,16034348.00,0.00,0.00,0.00,0.00,0.00,714989.00,0.00,120863.00,0.00,26396473.00,5986623.00,0.00,20409850.00,0.00,8833309.00,3709706.00,0.00,5123603.00,11613483.00,110673411.00,0.00,15184745.00
NEW HAMPSHIRE,2016.00,38521261.00,4200000.00,936937.00,33384324.00,44539464.00,13661441.00,13290249.00,371192.00,1415517.00,484266.00,587979.00,343272.00,0.00,0.00,0.00,0.00,5022305.00,0.00,80653.00,4941652.00,749070.00,4581872.00,4581872.00,0.00,0.00,0.00,0.00,1858786.00,5292.00,0.00,1304137.00,2139620.00,0.00,0.00,0.00,0.00,87637.00,7456826.00,5829952.00,0.00,1626874.00,2155165.00,40437668.00,0.00,69601223.00
NEW JERSEY,2016.00,404034823.00,76000000.00,16938000.00,311096823.00,14229974.00,121620405.00,120092011.00,1528394.00,6840000.00,0.00,0.00,6840000.00,0.00,0.00,0.00,0.00,79949961.00,164379.00,20109400.00,59676182.00,7586851.00,582322651.00,76079017.00,506243634.00,15095.00,305570016.00,0.00,9702813.00,13736339.00,18772465.00,1927411.00,6073250.00,0.00,0.00,0.00,0.00,0.00,55662733.00,53478298.00,0.00,2184435.00,0.00,1209779990.00,14676848.00,45000000.00
NEW MEXICO,2016.00,121316787.00,30527500.00,0.00,79929543.00,93551103.00,59147748.00,59147748.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14067016.00,4673085.00,753552.00,8640379.00,569224.00,17100000.00,0.00,17100000.00,0.00,0.00,75834533.00,0.00,1303554.00,0.00,428994.00,6500000.00,834160.00,818342.00,0.00,15818.00,4500000.00,7805022.00,6855010.00,0.00,950012.00,64997721.00,253087972.00,91878264.00,48690.00
NEW YORK,2016.00,2682847954.00,377075500.00,180466610.00,1885388492.00,170031629.00,1565709220.00,1565709220.00,0.00,86890304.00,65485300.00,21405004.00,0.00,43195634.00,13923758.00,8922595.00,20349281.00,124770836.00,13134920.00,7409667.00,104226249.00,5420733.00,568187309.00,101983998.00,466203311.00,57658.00,994835703.00,490267304.00,209776596.00,46757012.00,17244330.00,50362.00,202564.00,194103959.00,118193634.00,0.00,75910325.00,1285841.00,453874166.00,385764954.00,59780833.00,8328379.00,0.00,4802629531.00,163648838.00,145140714.00
NORTH CAROLINA,2016.00,331038598.00,56720282.00,5727105.00,238987631.00,15981984.00,45902300.00,45902300.00,0.00,0.00,0.00,0.00,0.00,63426478.00,63426478.00,0.00,0.00,6022515.00,2902.00,965724.00,5053889.00,2934743.00,232670621.00,123032741.00,109637880.00,0.00,0.00,0.00,4486345.00,520833.00,4037896.00,0.00,125077.00,47513707.00,8739194.00,435711.00,38338802.00,147.00,64536821.00,40091599.00,23567791.00,877431.00,0.00,472177483.00,33762450.00,19903782.00
NORTH DAKOTA,2016.00,26399809.00,0.00,0.00,26399809.00,10973387.00,4306551.00,3936121.00,370430.00,17730023.00,17730023.00,0.00,0.00,3999987.00,3999987.00,0.00,0.00,3573727.00,0.00,27037.00,3546690.00,1185772.00,1089385.00,1089385.00,0.00,0.00,0.00,0.00,17272.00,0.00,0.00,221933.00,0.00,3747628.00,3747628.00,0.00,0.00,0.00,4060225.00,3625360.00,22390.00,412475.00,0.00,39932503.00,0.00,6509979.00
OHIO,2016.00,727968260.00,0.00,60000000.00,667968260.00,364484835.00,256516635.00,255508916.00,1007719.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82191816.00,40180468.00,11209859.00,30801489.00,27960376.00,419214095.00,419214095.00,0.00,-19.00,639.00,0.00,62576957.00,6930267.00,2689361.00,61581187.00,2206399.00,8886020.00,5554173.00,0.00,3331847.00,0.00,135178120.00,107033393.00,15156499.00,12988228.00,0.00,1065931853.00,398390195.00,12203039.00
OKLAHOMA,2016.00,145281442.00,29056288.00,14528144.00,101697010.00,52448280.00,32544786.00,19878337.00,12666449.00,12571845.00,8539797.00,0.00,4032048.00,0.00,0.00,0.00,0.00,11368508.00,0.00,11159724.00,208784.00,1893901.00,61780769.00,49774736.00,12006033.00,0.00,0.00,0.00,708888.00,4182130.00,977756.00,0.00,10360322.00,8909120.00,8611228.00,0.00,297892.00,0.00,23184004.00,16066659.00,5378296.00,1739049.00,195093.00,168677122.00,45587882.00,0.00
OREGON,2016.00,183179726.00,0.00,0.00,166798629.00,22080165.00,101263975.00,101263975.00,0.00,12941419.00,10986508.00,0.00,1954911.00,0.00,0.00,0.00,0.00,19370452.00,4216078.00,734111.00,14420263.00,3096056.00,22030435.00,13300755.00,8729680.00,0.00,0.00,2710603.00,27215516.00,8271018.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113444717.00,38343818.00,75026024.00,74875.00,0.00,310344191.00,51402618.00,0.00
PENNSYLVANIA,2016.00,719499305.00,183142000.00,30977000.00,505380305.00,481379074.00,229318261.00,229318261.00,0.00,0.00,0.00,0.00,0.00,46035215.00,0.00,45378146.00,657069.00,96948794.00,0.00,2323533.00,94625261.00,7240767.00,385227620.00,385227620.00,0.00,0.00,0.00,0.00,14024660.00,0.00,154384.00,82148784.00,1907700.00,0.00,0.00,0.00,0.00,0.00,81436145.00,70660688.00,0.00,10775457.00,0.00,944442330.00,64035093.00,433305380.00
RHODE ISLAND,2016.00,95021587.00,13242106.00,8280235.00,73499246.00,11466011.00,26931588.00,26931588.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10942858.00,0.00,1179897.00,9762961.00,1717657.00,21896169.00,21096169.00,800000.00,0.00,18277378.00,223704.00,32582621.00,0.00,236920.00,0.00,0.00,35515716.00,0.00,0.00,35515716.00,0.00,17059898.00,13150252.00,1196524.00,2713122.00,583676.00,165968185.00,0.00,7055364.00
SOUTH CAROLINA,2016.00,109785546.00,0.00,0.00,99967824.00,24466338.00,41716691.00,25734864.00,15981827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19920368.00,0.00,13720070.00,6200298.00,856555.00,32051493.00,4085269.00,27966224.00,0.00,0.00,0.00,0.00,3736330.00,0.00,0.00,3462819.00,0.00,0.00,0.00,0.00,0.00,55259997.00,19693551.00,31152440.00,4414006.00,42522651.00,199526904.00,0.00,0.00
SOUTH DAKOTA,2016.00,21279651.00,0.00,2127965.00,19151686.00,20461806.00,13308743.00,13308743.00,0.00,4236174.00,1371496.00,0.00,2864678.00,0.00,0.00,0.00,0.00,3918114.00,0.00,0.00,3918114.00,83304.00,802914.00,802914.00,0.00,0.00,0.00,0.00,0.00,328601.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,579830.00,2892199.00,2892199.00,0.00,0.00,0.00,26149879.00,0.00,22003613.00
TENNESSEE,2016.00,210333124.00,15778.00,0.00,191508019.00,242828263.00,71412477.00,71412477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20849267.00,0.00,0.00,20849267.00,1247815.00,67151557.00,19044309.00,48107248.00,0.00,0.00,0.00,0.00,287473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26534099.00,24339549.00,0.00,2194550.00,0.00,187482688.00,0.00,386789603.00
TEXAS,2016.00,534011457.00,0.00,34561464.00,451695288.00,93477305.00,53812127.00,53812127.00,0.00,88390695.00,88390695.00,0.00,0.00,177877777.00,177877777.00,0.00,0.00,85078490.00,3274896.00,4141393.00,77662201.00,3716122.00,348283347.00,0.00,348283347.00,0.00,0.00,0.00,3695334.00,0.00,0.00,7042272.00,9658067.00,0.00,0.00,0.00,0.00,4939142.00,49604890.00,35807029.00,0.00,13797861.00,11249684.00,843347947.00,154949361.00,0.00
UTAH,2016.00,75609475.00,15121895.00,7560000.00,52927580.00,120855274.00,21466054.00,21466054.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33364207.00,402219.00,1815776.00,31146212.00,89854.00,5958060.00,4755390.00,1202670.00,711628.00,0.00,0.00,1571196.00,4722503.00,9007119.00,774411.00,2787896.00,1812779.00,1418254.00,0.00,394525.00,374257.00,7638956.00,6480756.00,357822.00,800378.00,0.00,90278920.00,0.00,108392969.00
VERMONT,2016.00,47353181.00,9224074.00,4735318.00,33393789.00,0.00,15384998.00,15384998.00,0.00,0.00,0.00,0.00,0.00,4549811.00,4549811.00,0.00,0.00,659140.00,0.00,0.00,659140.00,262668.00,20735016.00,20735016.00,0.00,0.00,19733685.00,0.00,1386107.00,0.00,2404273.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11055683.00,5391275.00,5458582.00,205826.00,0.00,76171381.00,0.00,0.00
VIRGINIA,2016.00,158285172.00,16840686.00,15825500.00,125618986.00,78193940.00,77187857.00,77187857.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44741612.00,24346.00,156747.00,44560519.00,6928958.00,21439342.00,17173590.00,4265752.00,0.00,185725.00,0.00,3116401.00,0.00,0.00,0.00,49936628.00,0.00,0.00,0.00,0.00,0.00,19232947.00,15304033.00,0.00,3928914.00,13188628.00,235958098.00,444161.00,102857463.00
WASHINGTON,2016.00,417821032.00,108460335.00,5675000.00,266315782.00,45853103.00,158863459.00,158863459.00,0.00,0.00,0.00,0.00,0.00,15292704.00,0.00,0.00,15292704.00,145606287.00,12734172.00,67549437.00,65322678.00,0.00,155805661.00,99217669.00,56587992.00,0.00,0.00,0.00,54458307.00,3877057.00,0.00,163196036.00,0.00,0.00,0.00,0.00,0.00,1103972.00,78531377.00,68750772.00,0.00,9780605.00,122134076.00,898868936.00,0.00,51790876.00
WEST VIRGINIA,2016.00,110176310.00,0.00,11017631.00,99158679.00,22354188.00,26601572.00,26601572.00,0.00,18991756.00,17556957.00,0.00,1434799.00,0.00,0.00,0.00,0.00,422435.00,0.00,0.00,422435.00,13047844.00,13081327.00,13081327.00,0.00,0.00,0.00,0.00,13686723.00,1558121.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16024535.00,13593242.00,0.00,2431293.00,0.00,103414313.00,0.00,52544998.00
WISCONSIN,2016.00,344723360.00,61833144.00,15443200.00,236619658.00,83417313.00,84060943.00,84060943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34526873.00,0.00,757148.00,33769725.00,1891642.00,117213579.00,117213579.00,0.00,0.00,67600000.00,0.00,38783634.00,11782002.00,81456432.00,144677.00,3452291.00,901231.00,901231.00,0.00,0.00,0.00,29417907.00,23252661.00,1638651.00,4526595.00,447243.00,471678454.00,0.00,138297850.00
WYOMING,2016.00,18500530.00,0.00,0.00,18500530.00,28748714.00,4412032.00,4412032.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4022764.00,0.00,4022759.00,5.00,0.00,4221785.00,1553707.00,2668078.00,0.00,0.00,0.00,3176073.00,878314.00,0.00,0.00,3303.00,0.00,0.00,0.00,0.00,1357205.00,14184175.00,8207212.00,0.00,5976963.00,1036513.00,33292164.00,992988.00,22959134.00
U.S. TOTAL,2015.00,16982643588.00,1251209372.00,1125205136.00,13920749248.00,3428085863.00,7937579818.00,7655507246.00,282072572.00,673865094.00,357387339.00,50184304.00,266293451.00,654434734.00,410343831.00,64859342.00,179231561.00,2686384852.00,186409958.00,944932337.00,1555042557.00,468182707.00,6085260607.00,4096313296.00,1988947311.00,1567762.00,1988332864.00,584162935.00,884133584.00,425395685.00,578988967.00,468955995.00,128304933.00,1577489700.00,842547489.00,26271081.00,708671130.00,29291582.00,3194305072.00,1954351245.00,964544921.00,275408906.00,929218082.00,29295854973.00,1446369454.00,2625294837.00
ALABAMA,2015.00,103710675.00,0.00,9331520.00,83983687.00,29562828.00,31558999.00,31558999.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3517076.00,0.00,660999.00,2856077.00,3785360.00,22350611.00,5880726.00,16469885.00,0.00,0.00,0.00,27276847.00,734383.00,8842391.00,987258.00,322570.00,29767094.00,10335083.00,0.00,19432011.00,1406564.00,30080209.00,13233204.00,16098657.00,748348.00,0.00,160629362.00,11250000.00,41833693.00
ALASKA,2015.00,44607376.00,8921475.00,4460737.00,31225164.00,62437185.00,46192118.00,46192118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10042337.00,11436.00,222756.00,9808145.00,965318.00,9682969.00,9682969.00,0.00,0.00,0.00,0.00,16250.00,0.00,0.00,374835.00,0.00,0.00,0.00,0.00,0.00,0.00,6720937.00,4015392.00,2311338.00,394207.00,0.00,73994764.00,0.00,57417223.00
ARIZONA,2015.00,222437375.00,0.00,20014129.00,180127170.00,18035637.00,52908451.00,29928958.00,22979493.00,5233017.00,5018576.00,0.00,214441.00,26660528.00,26660528.00,0.00,0.00,1541607.00,18088.00,146582.00,1376937.00,8241848.00,2717800.00,2717800.00,0.00,0.00,0.00,0.00,32092067.00,7570726.00,0.00,0.00,0.00,219029814.00,180843758.00,9440558.00,28745498.00,0.00,80369001.00,48421113.00,25901889.00,6045999.00,16596502.00,452961361.00,0.00,4834012.00
