state,fiscal_year,funds_awarded,ccdf_discretionary,ssbg_block_grant,adjusted_award,carryover,basic_assistance,basic_assistance_no_subsidies,basic_assistance_subsidies,other_assistance,other_assistance_foster,other_assistance_juvenile_justice,other_assistance_emergency,non_assistance,non_assistance_welfare_foster,non_assistance_juvenile_justice,non_assistance_emergency,work_ed,work_ed_subsidized_emp,work_ed_training,work_ed_other,work_supports,early_ed,early_ed_childcare,early_ed_prek,financial_ed,eitc_refundable,non_eitc_refundable,short_term_benefits,support__services,children_youth_services,pregnancy_prevention,fatherhood_programs,child_welfare,child_welfare_family,child_welfare_adoption,child_welfare_other,home_visiting,program_mgmt,program_mgmt_admin,program_mgmt_assessment,program_mgmt_systems,other,total_expenditures,fed_unliquidated,unobligated_balance
IOWA,2018,130558068,26205412,12962008,91390648,4284142,1625682,1625682.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3723178.00,0.00,0.00,3723178.00,308113.00,24865232.00,24865232.00,0.00,0.00,0.00,0.00,298427.00,0.00,0.00,1670096.00,15746.00,55569447.00,53510608.00,0.00,2058839.00,0.00,6944879.00,3779738.00,2648240.00,516901.00,0.00,95020800.00,653990.00,0.00
KANSAS,2018,101360081,0,10136008,91224073,68147333,13025973,13025973.00,0.00,16654008.00,16654008.00,0.00,0.00,2797385.00,2797385.00,0.00,0.00,1020628.00,0.00,500631.00,519997.00,1437822.00,0.00,0.00,0.00,0.00,0.00,0.00,701.00,3186011.00,17646613.00,0.00,1289560.00,5159918.00,5159918.00,0.00,0.00,5437143.00,15916244.00,8281972.00,4470671.00,3163601.00,0.00,83572006.00,2044789.00,73754611.00
KENTUCKY,2018,180689420,0,0,180689420,66497758,141309259,95707481.00,45601778.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18496816.00,3945430.00,212975.00,14338411.00,0.00,6570655.00,6570655.00,0.00,0.00,0.00,0.00,0.00,6043839.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10983214.00,9800417.00,0.00,1182797.00,0.00,183403783.00,0.00,63783395.00
LOUISIANA,2018,163430877,0,16343088,147087789,7949913,19673217,19673217.00,0.00,0.00,0.00,0.00,0.00,11686443.00,0.00,0.00,11686443.00,2395326.00,0.00,2395326.00,0.00,727399.00,40180504.00,0.00,40180504.00,0.00,0.00,0.00,0.00,9165771.00,809999.00,1075581.00,0.00,37556075.00,573529.00,0.00,36982546.00,2586504.00,19679540.00,16723671.00,1250683.00,1705186.00,0.00,145536359.00,9501343.00,0.00
MAINE,2018,77863090,5000160,7100360,65762570,146709016,8759257,8759257.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11780240.00,56360.00,217709.00,11506171.00,3246784.00,10356684.00,9638177.00,718507.00,194183.00,7187021.00,0.00,1192313.00,2334300.00,5350808.00,223657.00,0.00,6251547.00,6251547.00,0.00,0.00,3095385.00,7441395.00,2805004.00,3959411.00,676980.00,0.00,67413574.00,14231823.00,130826189.00
MARYLAND,2018,253757445,0,22834201,205507807,0,100713507,100713507.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27953058.00,7487947.00,1034673.00,19430438.00,6149883.00,6864425.00,6864425.00,0.00,0.00,0.00,0.00,12405999.00,0.00,0.00,98436.00,848621.00,26004543.00,13474430.00,4572148.00,7957965.00,965645.00,40349392.00,16446497.00,18504601.00,5398294.00,0.00,222353509.00,0.00,8569735.00
MASSACHUSETTS,2018,508816424,91570224,45785519,320499448,0,12840829,12840829.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156435753.00,0.00,156435753.00,0.00,0.00,202184099.00,202184099.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,371460681.00,0.00,0.00
MICHIGAN,2018,772794194,8300000,77279419,687214775,116824429,137198148,67797386.00,69400762.00,35926619.00,35926619.00,0.00,0.00,268358.00,0.00,0.00,268358.00,4662607.00,1701958.00,2960649.00,0.00,72857031.00,0.00,0.00,0.00,0.00,0.00,0.00,18392168.00,18605951.00,109500291.00,0.00,0.00,49413071.00,49413071.00,0.00,0.00,0.00,301085562.00,48001687.00,248798083.00,4285792.00,0.00,747909806.00,0.00,56129398.00
MINNESOTA,2018,259826186,38451000,4790000,216585186,59253640,61204300,61204300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54552975.00,0.00,886098.00,53666877.00,2523819.00,0.00,0.00,0.00,0.00,25507889.00,0.00,24531212.00,0.00,0.00,157133.00,0.00,0.00,0.00,0.00,0.00,10212026.00,34621105.00,34101818.00,0.00,519287.00,4497058.00,217807517.00,0.00,58031309.00
MISSISSIPPI,2018,86481245,0,8648125,77833120,35006980,6147736,6147736.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9788931.00,0.00,0.00,9788931.00,4596627.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6922321.00,43662.00,42000.00,39888321.00,20757677.00,0.00,0.00,20757677.00,0.00,16237008.00,16100448.00,0.00,136560.00,177.00,104424460.00,0.00,8415640.00
MISSOURI,2018,240414527,0,16315900,200019569,0,1079016,1079016.00,0.00,0.00,0.00,0.00,0.00,131817363.00,131817363.00,0.00,0.00,55483218.00,0.00,55483218.00,0.00,0.00,28062837.00,28062837.00,0.00,0.00,0.00,0.00,0.00,546555.00,0.00,600000.00,1191992.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218780981.00,0.00,5317646.00
MONTANA,2018,37888854,7340000,2976239,27572615,23161824,24143212,24143212.00,0.00,2531556.00,0.00,0.00,2531556.00,2459902.00,2459902.00,0.00,0.00,411558.00,411227.00,0.00,331.00,0.00,755783.00,755783.00,0.00,132505.00,0.00,0.00,0.00,0.00,0.00,33861.00,0.00,0.00,0.00,0.00,0.00,0.00,4639452.00,3304112.00,769700.00,565640.00,0.00,35107829.00,0.00,15626610.00
NEBRASKA,2018,56627234,15744585,428383,40454266,67496328,19113089,19113089.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9232183.00,375092.00,0.00,8857091.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4174112.00,4174112.00,0.00,0.00,0.00,5031869.00,4827178.00,0.00,204691.00,0.00,37551253.00,0.00,70399341.00
NEVADA,2018,48633333,0,0,43762394,23703331,14027691,14027691.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9600.00,0.00,9600.00,0.00,1258331.00,1125055.00,1125055.00,0.00,0.00,0.00,0.00,0.00,261248.00,0.00,99101.00,0.00,1000000.00,1000000.00,0.00,0.00,0.00,21786625.00,2768534.00,13623690.00,5394401.00,0.00,39567651.00,0.00,32769013.00
NEW HAMPSHIRE,2018,38394141,0,877935,37516206,57614485,15786898,14257999.00,1528899.00,10006399.00,5308679.00,3611964.00,1085756.00,0.00,0.00,0.00,0.00,4764821.00,0.00,39213.00,4725608.00,272982.00,0.00,0.00,0.00,0.00,0.00,0.00,1550055.00,2136482.00,0.00,146404.00,0.00,0.00,0.00,0.00,0.00,1184013.00,3180858.00,2132811.00,0.00,1048047.00,706150.00,39735062.00,0.00,55395629.00
NEW JERSEY,2018,402701508,72000000,13107067,317594441,59107058,78630113,77047651.00,1582462.00,6840000.00,0.00,0.00,6840000.00,0.00,0.00,0.00,0.00,45465616.00,23779.00,14408418.00,31033419.00,6824645.00,25268176.00,25268176.00,0.00,19191.00,123500000.00,0.00,3036786.00,4664999.00,20192703.00,1924516.00,4913009.00,0.00,0.00,0.00,0.00,0.00,33396413.00,31822641.00,0.00,1573772.00,0.00,354676167.00,10895000.00,11130332.00
NEW MEXICO,2018,122154391,31277500,0,78642347,91233078,46002831,46002831.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18307768.00,7755771.00,919860.00,9632137.00,674848.00,17600000.00,0.00,17600000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,869838.00,869838.00,0.00,0.00,5000000.00,4952683.00,4411811.00,0.00,540872.00,0.00,93407968.00,0.00,88702001.00
NEW YORK,2018,2705880208,475451500,178913966,1780503465,510977467,1029042930,1029042930.00,0.00,72844341.00,46848779.00,25995562.00,0.00,31992782.00,8467750.00,9018801.00,14506231.00,127622444.00,12482625.00,7117830.00,108021989.00,4139133.00,10644.00,10644.00,0.00,29877.00,0.00,0.00,250855122.00,22427649.00,3150922.00,5916.00,219665.00,161332949.00,132150952.00,0.00,29181997.00,3471916.00,307927971.00,266174783.00,41753188.00,0.00,0.00,2015074261.00,34090510.00,513327438.00
NORTH CAROLINA,2018,333877615,71773001,12838994,215825632,41691070,36847046,36847046.00,0.00,0.00,0.00,0.00,0.00,69078116.00,69078116.00,0.00,0.00,1960627.00,6686.00,1370708.00,583233.00,267616.00,99462146.00,99462146.00,0.00,0.00,0.00,0.00,369273.00,110037.00,3275606.00,0.00,189785.00,5214713.00,4781620.00,433091.00,2.00,0.00,23053317.00,19902516.00,3147042.00,3759.00,0.00,239828282.00,51128408.00,0.00
NORTH DAKOTA,2018,26312690,0,0,26312690,9667689,1786838,1713720.00,73118.00,15826047.00,15826047.00,0.00,0.00,9449364.00,9449364.00,0.00,0.00,492152.00,0.00,19112.00,473040.00,343279.00,0.00,0.00,0.00,0.00,0.00,0.00,19489.00,0.00,0.00,244168.00,0.00,1544461.00,1544461.00,0.00,0.00,0.00,4352138.00,3871257.00,96930.00,383951.00,0.00,34057936.00,1922443.00,0.00
OHIO,2018,725565965,0,64488404,661077561,492625008,103005212,103005212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89898373.00,20225825.00,17464998.00,52207550.00,54990711.00,229608010.00,229608010.00,0.00,0.00,0.00,0.00,16881449.00,7064512.00,2070362.00,2437017.00,4384532.00,11921884.00,5965438.00,0.00,5956446.00,0.00,88579013.00,52864116.00,21642655.00,14072242.00,0.00,610841075.00,542349898.00,511596.00
OKLAHOMA,2018,144792997,24000000,14479300,106313697,76283582,15885294,6669392.00,9215902.00,7608305.00,5337777.00,0.00,2270528.00,0.00,0.00,0.00,0.00,2634269.00,0.00,2585562.00,48707.00,380884.00,8283371.00,8283371.00,0.00,0.00,0.00,0.00,346385.00,1077780.00,439515.00,0.00,5377783.00,3159342.00,3016884.00,0.00,142458.00,0.00,2871712.00,230913.00,2303197.00,337602.00,37985.00,48102625.00,134494654.00,0.00
OREGON,2018,166039977,0,0,166039977,32603596,58859381,58859381.00,0.00,17344524.00,14587516.00,0.00,2757008.00,0.00,0.00,0.00,0.00,13244236.00,863903.00,1053616.00,11326717.00,3889455.00,4650904.00,4650904.00,0.00,0.00,0.00,0.00,0.00,7251896.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79560233.00,27359375.00,52200858.00,0.00,0.00,184800629.00,0.00,13842944.00
PENNSYLVANIA,2018,717124957,184160487,30977000,501987470,490348985,148355534,148355534.00,0.00,0.00,0.00,0.00,0.00,61523605.00,0.00,60383839.00,1139766.00,93848180.00,0.00,1869846.00,91978334.00,5611736.00,77351451.00,77351451.00,0.00,0.00,0.00,0.00,12841427.00,0.00,0.00,30749180.00,2525593.00,0.00,0.00,0.00,0.00,0.00,51380442.00,41465566.00,0.00,9914876.00,0.00,484187148.00,77422816.00,430726491.00
RHODE ISLAND,2018,94708016,16946069,9343063,68418884,11144827,22407579,22407579.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8610581.00,0.00,0.00,8610581.00,1921152.00,16879051.00,16879051.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4072054.00,0.00,0.00,4072054.00,0.00,8869232.00,5498409.00,971150.00,2399673.00,0.00,62759649.00,0.00,16804062.00
SOUTH CAROLINA,2018,110728055,0,0,99637930,0,51902981,32394874.00,19508107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13401475.00,0.00,8876306.00,4525169.00,722776.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3538125.00,0.00,0.00,3825412.00,5050105.00,0.00,0.00,5050105.00,0.00,29748772.00,13742084.00,13367987.00,2638701.00,2538409.00,110728055.00,0.00,0.00
SOUTH DAKOTA,2018,21207402,0,2120740,19086662,22497470,9267853,9267853.00,0.00,8313787.00,4862599.00,0.00,3451188.00,0.00,0.00,0.00,0.00,2379537.00,0.00,0.00,2379537.00,37956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131554.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,567992.00,1279397.00,1279397.00,0.00,0.00,0.00,21978076.00,0.00,19606056.00
TENNESSEE,2018,190891768,0,0,190891768,400809705,42935,42935.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20939649.00,20887068.00,0.00,52581.00,0.00,20982584.00,0.00,570718889.00
TEXAS,2018,538595947,0,31267821,453384284,254578203,4912686,3746457.00,1166229.00,46249949.00,46249949.00,0.00,0.00,194175136.00,194175136.00,0.00,0.00,77265772.00,2966967.00,6651068.00,67647737.00,2843061.00,0.00,0.00,0.00,0.00,0.00,0.00,3712799.00,0.00,0.00,6893981.00,14787750.00,0.00,0.00,0.00,0.00,6276635.00,76405629.00,62166717.00,0.00,14238912.00,0.00,433523398.00,204924154.00,123458777.00
UTAH,2018,75355939,15071187,7535000,52749752,79193254,12816155,12816155.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13605669.00,493038.00,965741.00,12146890.00,64316.00,11534315.00,3905567.00,7628748.00,1291155.00,0.00,0.00,2962906.00,6165520.00,5959530.00,210933.00,1011824.00,3725200.00,1931139.00,0.00,1794061.00,1297774.00,10722270.00,9507737.00,490993.00,723540.00,0.00,71367567.00,0.00,60575439.00
VERMONT,2018,47196916,9224074,4719691,33253151,0,2475789,2475789.00,0.00,0.00,0.00,0.00,0.00,5769739.00,5769739.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,833951.00,833951.00,0.00,0.00,18311655.00,0.00,190583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5671434.00,2606566.00,2604812.00,460056.00,0.00,33253151.00,0.00,0.00
VIRGINIA,2018,157762831,15357212,15776283,126629336,129978254,27992510,27992510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14703290.00,6870.00,413662.00,14282758.00,1359952.00,325177.00,325177.00,0.00,0.00,0.00,0.00,4727247.00,2679992.00,1052259.00,0.00,31753792.00,8159635.00,0.00,0.00,8159635.00,691805.00,18026355.00,16458861.00,0.00,1567494.00,4260987.00,115733001.00,6944985.00,133929604.00
WASHINGTON,2018,421248972,106816849,5675000,266566336,65087729,122554177,122554177.00,0.00,0.00,0.00,0.00,0.00,8819663.00,0.00,0.00,8819663.00,51452818.00,15190019.00,13691196.00,22571603.00,0.00,79735290.00,79735290.00,0.00,0.00,0.00,0.00,176000.00,3296369.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59455405.00,38730920.00,0.00,20724485.00,0.00,325489722.00,0.00,48355130.00
WEST VIRGINIA,2018,109812728,0,10981272,98831456,57375951,1585750,1585750.00,0.00,23003720.00,22113263.00,0.00,890457.00,0.00,0.00,0.00,0.00,473496.00,0.00,0.00,473496.00,11089619.00,13271021.00,13271021.00,0.00,0.00,0.00,0.00,11858728.00,1558145.00,0.00,0.00,0.00,9643533.00,4047335.00,0.00,5596198.00,0.00,9161989.00,8889687.00,0.00,272302.00,0.00,81646001.00,0.00,74561406.00
WISCONSIN,2018,312845980,62569196,14653500,235623284,167110741,1000,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5764411.00,2677795.00,369090.00,2717526.00,475.00,124575993.00,124575993.00,0.00,0.00,69700000.00,0.00,600000.00,554670.00,820793.00,0.00,0.00,5364296.00,5364296.00,0.00,0.00,7156402.00,12115818.00,10152217.00,118195.00,1845406.00,433674.00,227087532.00,0.00,175646493.00
WYOMING,2018,18428651,0,0,18428651,25358220,4401020,4401020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3025816.00,0.00,2977761.00,48055.00,0.00,939028.00,0.00,939028.00,0.00,0.00,0.00,1197498.00,977195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244707.00,3180185.00,2764297.00,360008.00,55880.00,0.00,13965449.00,4463202.00,25358220.00
U.S. TOTAL,2017,16846816914,1275258897,1137025437,13826532580,4677019983,7059653117,6650518385,409134732,576287514,279789757,38910485,257587272,596814408,393113434,94646461,109054513,3278209083,149913688,1618068949,1510226446,453314661,6257512332,3744078087,2513434245,2481310,2223872773,573172823,891741711,440657252,473069354,416393413,152616555,1552810085,801775794,41856358,709177933,91449194,3304391266,1980515315,1081918669,241957282,356585863,28701032714,1795351464,3325583475
ALABAMA,2017,102883861,0,9300726,83706541,71936753,22317883,22317883,0,0,0,0,0,0,0,0,0,5348544,1666888,1167084,2514572,4122047,47326556,5678807,41647749,0,0,0,36833089,704845,900000,677815,3134334,32240451,12773121,0,19467330,3970970,44106418,25689109,17396780,1020529,0,201682952,19000469,55175838
ALASKA,2017,44397466,8879493,4439747,31078226,53543866,52996203,52996203,0,0,0,0,0,0,0,0,0,8410598,4913,400907,8004778,544984,0,0,0,0,0,0,562274,113,4603822,0,0,0,0,0,0,0,5742773,5736823,0,5950,218855,73079622,48142469,0
ARIZONA,2017,220590514,0,19940731,179466582,6740642,37731823,16673346,21058477,5126960,5126960,0,0,0,0,0,0,1443369,8085,83803,1351481,7557969,0,0,0,0,0,0,10368879,6920114,0,0,0,141977573,100235620,24955295,16786658,0,128861507,33006650,85205501,10649356,0,339988194,0,30671671
ARKANSAS,2017,62550318,0,0,56545640,52129226,5948291,5948291,0,0,0,0,0,5367697,0,0,5367697,13910883,24369,3185607,10700907,1214493,113227570,8031655,105195915,0,0,0,0,0,146337,773729,2676113,231300,231300,0,0,0,17864577,16834446,0,1030131,0,161360990,32744435,31928617
CALIFORNIA,2017,3640427096,0,360257361,3280169735,354982285,2539250305,2429705174,109545131,237261556,0,0,237261556,0,0,0,0,1620135300,28281797,985368236,606485267,238164177,615699792,615699792,0,0,0,0,625362,146769950,1361011,24127996,2104576,291,291,0,0,0,810988260,523660382,237202178,50125700,180985,6236669561,307166829,0
COLORADO,2017,150008114,0,0,135607703,87789841,89927406,89927406,0,0,0,0,0,0,0,0,0,10686942,109875,6543978,4033089,6575626,86780822,11929348,74851474,795,72576831,4912512,31388560,1717944,306128,383485,208130,46531534,30866890,0,15664644,7672275,50326056,13923739,26851979,9550338,0,409995046,0,96394637
CONNECTICUT,2017,265907706,0,25821547,240086159,0,52340451,52340451,0,0,0,0,0,18295967,0,0,18295967,12036877,0,12036877,0,0,125325853,41764419,83561434,0,0,0,0,13674783,0,63916191,15123836,61383862,61383862,0,0,0,98299949,36140752,51572563,10586634,0,460397769,0,769225
DELAWARE,2017,35602138,0,0,32184421,8358028,17421352,17421352,0,0,0,0,0,0,0,0,0,7063297,4662751,1441546,959000,0,67489906,67489906,0,0,0,0,2724338,0,0,0,0,0,0,0,0,0,19895635,3820250,15159594,915791,0,114594528,573052,7841854
DIST.OF COLUMBIA,2017,102106141,0,3935917,88368286,67507663,121650235,121650235,0,0,0,0,0,0,0,0,0,37991249,7661786,2163614,28165849,0,59532260,59532260,0,0,28927747,0,51109684,1307183,0,1293726,0,0,0,0,0,1239028,9921514,7604273,1523507,793734,0,312972626,166006,33210178
FLORIDA,2017,560484398,110290876,56048440,394145082,13446939,163180192,88826157,74354035,0,0,0,0,0,0,0,0,46314000,903182,4488375,40922443,4674677,207915572,207915572,0,0,0,0,933915,19521199,0,298070,0,242112746,42277704,1929011,197906031,0,83370850,72393293,0,10977557,0,768321221,17120287,0
GEORGIA,2017,329650291,0,2625206,327025085,50697790,86540490,37443152,49097338,31787640,31787640,0,0,0,0,0,0,11264653,7830818,7363,3426472,3481194,22182651,22182651,0,0,0,0,85275,24773644,53281863,931728,555,225765860,206647214,14639961,4478685,0,26303289,15531016,5733468,5038805,0,486398842,23802516,40890044
HAWAII,2017,109046606,0,7417500,91160902,186209115,39957196,39957196,0,0,0,0,0,0,0,0,0,43435456,1077472,32194470,10163514,3480032,10764061,10684015,80046,183286,0,0,5920155,21888980,6630231,5663888,1428964,1293713,1219618,0,74095,2596748,29642273,18450178,8340565,2851530,21659224,194544207,15605458,227923069
IDAHO,2017,30307166,7804096,1288054,21215016,25896278,7870953,7870953,0,0,0,0,0,10306270,0,0,10306270,2549194,81328,45408,2422458,39536,8696399,7221029,1475370,0,0,0,1443799,0,0,385081,0,1326798,1326798,0,0,0,7519063,5835536,0,1683527,0,40137093,0,19999580
ILLINOIS,2017,583126272,0,1200000,581926272,47403096,43419310,43419310,0,0,0,0,0,0,0,0,0,18685066,0,11449476,7235590,1821650,655044934,596458646,58586288,377984,47253795,0,915631,5020712,0,2307780,0,221080245,4599645,0,216480600,0,68673583,0,68489093,184490,0,1064600690,0,0
INDIANA,2017,206116672,61835002,0,144281670,347383766,16713895,16713895,0,0,0,0,0,0,0,0,0,182299818,0,181174442,1125376,893778,50569270,50569270,0,0,0,28903520,545523,0,22999917,5682031,15447447,15519548,15519548,0,0,31403909,23452444,14894985,0,8557459,54977622,449408722,46270489,109511748
IOWA,2017,130558068,26205412,12962008,91390648,23995578,37165855,37165855,0,0,0,0,0,0,0,0,0,11799100,0,11424,11787676,1639850,32048538,32048538,0,0,26504653,0,252912,0,0,1671726,9896,62264012,57317704,0,4946308,0,14222113,7252442,6015890,953781,0,187578655,3758899,525243
KANSAS,2017,101174604,0,10117400,91057204,70703097,13919918,13919918,0,15359905,15359905,0,0,2436613,2436613,0,0,1593710,0,368782,1224928,1848996,21110464,6673024,14437440,0,48346830,0,71499,2596524,26278361,0,1366090,5183436,5183436,0,0,4071293,18784674,7755401,4216650,6812623,0,162968313,380252,67869030
KENTUCKY,2017,180689420,0,0,180689420,65958190,170761813,122951973,47809840,0,0,0,0,0,0,0,0,29379837,9108391,320373,19951073,0,38815322,38815322,0,0,0,0,0,10577899,0,0,4896435,0,0,0,0,0,14600943,13317830,0,1283113,0,269032249,0,66497758
LOUISIANA,2017,163377090,0,16337709,147039381,0,19191241,19191241,0,0,0,0,0,9471218,0,0,9471218,26153437,0,26153437,0,1276924,56205931,10214442,45991489,0,14671057,0,0,7296057,809999,914195,3148436,33144353,682051,0,32462302,3020453,20303547,17506485,2224945,572117,0,195606848,7949913,0
MAINE,2017,77863090,5013162,7786309,65063619,123302000,25693496,25693496,0,0,0,0,0,0,0,0,0,310462,11024,184348,115090,2636854,10289744,9875077,414667,25976,7149868,411032,4162192,401146,2878424,0,0,7682517,5371563,0,2310954,1851637,15687198,3023984,12549633,113581,0,79180546,5647321,141061695
MARYLAND,2017,252590029,0,22834201,205507807,0,115786671,111214523,4572148,0,0,0,0,0,0,0,0,31449660,6976030,902240,23571390,5581162,64359427,8397388,55962039,0,152582046,0,26369776,0,0,147406,3994871,20035082,15395722,0,4639360,1132810,53136391,25513271,22117746,5505374,0,474575302,0,0
MASSACHUSETTS,2017,506475595,91570224,45785519,320499448,0,207063019,207063019,0,0,0,0,0,0,0,0,0,174674042,0,171229746,3444296,367128,235833964,235833964,0,0,174125466,0,103872692,11714894,0,8394990,0,8310562,8310562,0,0,0,36557386,36557386,0,0,0,960914143,0,0
MICHIGAN,2017,772794194,7056999,77279419,688457776,92107042,133132023,72925556,60206467,34291622,34291622,0,0,222320,0,0,222320,5417194,1320914,4096280,0,56340653,205721789,19529091,186192698,0,45440212,0,66706683,16041819,215134854,0,3022,47373805,47373805,0,0,0,339103457,50197510,285195453,3710494,0,1164929453,0,116824429
MINNESOTA,2017,260597419,48000000,4790000,207807419,76190660,98144197,98144197,0,0,0,0,0,0,0,0,0,57750928,0,733018,57017910,2563917,131604362,125904362,5700000,0,151076000,9000000,27477716,0,0,998867,0,0,0,0,0,6438825,46340728,46004701,0,336027,4732329,536127869,0,59253640
MISSISSIPPI,2017,86481245,14513775,0,71967470,46672622,8585030,8585030,0,0,0,0,0,0,0,0,0,33655111,0,18834404,14820707,6028336,1715430,1715430,0,0,0,0,0,28467324,162412,253287,9059608,12859072,0,0,12859072,0,4571810,4360300,0,211510,0,105357420,0,35006980
MISSOURI,2017,216335469,0,21633546,194701923,283487,42341095,42341095,0,0,0,0,0,102815902,102815902,0,0,19813192,604606,1428385,17780201,1657521,64379996,64379996,0,0,0,0,59190790,3796752,0,0,1010125,0,0,0,0,0,7317093,6150448,0,1166645,32488237,334810703,0,283487
MONTANA,2017,38186466,8700000,2635839,26850627,37504136,26079706,26079706,0,1618362,0,0,1618362,3137781,3137781,0,0,6282079,1532027,971219,3778833,1283932,1795277,1795277,0,283145,0,0,576563,0,119341,318019,0,49166,49166,0,0,0,12517962,4550701,5067414,2899847,0,54061333,10322305,13137131
NEBRASKA,2017,56642284,15228264,0,41414020,62646001,26602849,26602849,0,0,0,0,0,0,0,0,0,13749085,69065,0,13680020,0,6498998,6498998,0,0,30057717,5004702,0,0,290065,0,0,2835724,2835724,0,0,0,4167800,4167800,0,0,0,89206940,0,67496328
NEVADA,2017,48409620,0,0,43762394,15184743,39108107,39108107,0,0,0,0,0,0,0,0,0,1362234,0,20640,1341594,1438829,17887420,17887420,0,0,0,0,3384281,565933,0,110347,0,14580922,4040482,0,10540440,0,21841907,3256418,12282998,6302491,2102121,102382101,23703331,0
NEW HAMPSHIRE,2017,38394141,10535748,877935,26980458,56232027,18986924,17748619,1238305,8356446,3661931,2951582,1742933,0,0,0,0,5402863,0,103064,5299799,915736,4581872,4581872,0,0,0,0,470508,1124169,0,4054576,3725292,0,0,0,0,390362,11041220,8294489,0,2746731,3041796,62091764,0,57492478
NEW JERSEY,2017,402701508,80000000,14439012,308262496,69150300,96528608,94908873,1619735,6840000,0,0,6840000,0,0,0,0,77141755,33281,20498405,56610069,6747508,639679503,79670947,560008556,27479,354819092,0,10504393,13483670,16925945,1961876,5912164,0,0,0,0,0,52428226,49794848,0,2633378,0,1283000219,20979713,38000000
NEW MEXICO,2017,121597943,30527500,0,79392347,91973995,55422422,55422422,0,0,0,0,0,0,0,0,0,18258626,7050184,1362468,9845974,743701,17600000,0,17600000,0,0,74623200,0,0,0,302574,6500000,894565,894565,0,0,5000000,5073137,4397765,0,675372,71865551,256283776,52895424,38337654
NEW YORK,2017,2693431718,253943530,180786939,2000138462,309310478,1455625225,1455625225,0,92975082,57016179,35958903,0,58054119,16755840,14071907,27226372,147068005,13140270,8099918,125827817,4899312,569680839,101995993,467684846,38457,962128685,448851309,192570425,46835572,18260558,0,200197,216787275,133578115,0,83209160,1152892,448489232,383184797,59269844,6034591,0,4663617184,121363910,519547313
NORTH CAROLINA,2017,332341882,71773001,13694772,214969854,33762450,41569708,41569708,0,0,0,0,0,70930564,70930564,0,0,4784508,3745,1718194,3062569,2504715,238836420,123127240,115709180,0,0,0,5076516,492856,3942513,0,161576,54851890,9189041,332091,45330758,0,67481660,42705813,24129165,646682,0,490632926,41691070,0
NORTH DAKOTA,2017,26312690,0,0,26312690,6509979,4069520,3602022,467498,9899827,9899827,0,0,3746549,3746549,0,0,4070083,0,21497,4048586,1011216,1102365,1102365,0,0,0,0,19006,0,0,237750,0,3623150,3623150,0,0,0,4444800,3888047,25051,531702,0,32224266,0,9667689
