state,fiscal_year,funds_awarded,ccdf_discretionary,ssbg_block_grant,adjusted_award,carryover,basic_assistance,basic_assistance_no_subsidies,basic_assistance_subsidies,other_assistance,other_assistance_foster,other_assistance_juvenile_justice,other_assistance_emergency,non_assistance,non_assistance_welfare_foster,non_assistance_juvenile_justice,non_assistance_emergency,work_ed,work_ed_subsidized_emp,work_ed_training,work_ed_other,work_supports,early_ed,early_ed_childcare,early_ed_prek,financial_ed,eitc_refundable,non_eitc_refundable,short_term_benefits,support__services,children_youth_services,pregnancy_prevention,fatherhood_programs,child_welfare,child_welfare_family,child_welfare_adoption,child_welfare_other,home_visiting,program_mgmt,program_mgmt_admin,program_mgmt_assessment,program_mgmt_systems,other,total_expenditures,fed_unliquidated,unobligated_balance
ALABAMA,2021,104087028,18601451,9300724,65105092,101384652,14408114,14408114.00,0.00,7592443.00,0.00,0.00,7592443.00,0.00,0.00,0.00,0.00,5234795.00,2860078.00,228201.00,2146516.00,1473242.00,57938.00,57938.00,0.00,0.00,0.00,0.00,5956362.00,637122.00,1985698.00,506198.00,3834996.00,45.00,45.00,0.00,0.00,1775073.00,20769860.00,5557653.00,14243533.00,968674.00,0.00,64231886.00,10000000.00,103337619.00
ALASKA,2021,44397466,8879493,4439746,31078227,21771023.36,13766551,13766551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9925434.74,1071172.24,34233.20,8820029.30,84581.86,0.00,0.00,0.00,0.00,0.00,0.00,30049.24,89484.28,1853097.06,335059.17,0.00,0.00,0.00,0.00,0.00,0.00,4330824.45,4325101.75,0.00,5722.70,0.00,30415081.80,22434168.00,0.56
ARIZONA,2021,223162288,0,19940731,179466582,38788584,38245379,16981140.00,21264239.00,10723424.00,10723424.00,0.00,0.00,0.00,0.00,0.00,0.00,545306.00,0.00,202056.00,343250.00,8804954.00,0.00,0.00,0.00,0.00,0.00,0.00,7032622.00,5931368.00,0.00,0.00,0.00,92826230.00,43690321.00,0.00,49135909.00,0.00,24990926.00,12446122.00,8547125.00,3997679.00,0.00,189100209.00,0.00,52909932.00
ARKANSAS,2021,63281802,0,0,56545640,104072121,3553686,3553686.00,0.00,0.00,0.00,0.00,0.00,2329411.00,0.00,0.00,2329411.00,11027588.00,258039.00,2833581.00,7935968.00,267041.00,5250000.00,5250000.00,0.00,9772.00,0.00,0.00,2047112.00,0.00,1941639.00,2270334.00,11187406.00,3710679.00,3710679.00,0.00,0.00,0.00,11075074.00,6369966.00,1444024.00,3261084.00,0.00,54669742.00,30757234.00,81926947.00
CALIFORNIA,2021,3634315731,0,354433444,3279882287,100860421,789278419,761089163.00,28189256.00,243173496.00,0.00,0.00,243173496.00,0.00,0.00,0.00,0.00,840864007.00,9648335.00,263253763.00,567961909.00,140126437.00,149990551.00,149990551.00,0.00,0.00,0.00,0.00,87682.00,33216795.00,0.00,9492301.00,0.00,0.00,0.00,0.00,0.00,43141099.00,587319228.00,303326851.00,207026521.00,76965856.00,0.00,2836690015.00,544052693.00,0.00
COLORADO,2021,151762363,1048580.5,966811.04,133592311.5,87485550,51987211,51987211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5610342.00,509710.00,2728988.00,2371644.00,8876878.00,293503.00,251663.00,41840.00,71761.00,0.00,0.00,3831516.00,3256536.00,827896.00,481293.00,560748.00,8301873.00,335109.00,21214.00,7945550.00,842149.00,52174995.00,17425556.00,32093397.00,2656042.00,0.00,137116701.00,0.00,100115820.00
CONNECTICUT,2021,265907706,26678810,0,239228896,0,0,0.00,0.00,0.00,0.00,0.00,0.00,14533630.00,0.00,0.00,14533630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17680447.00,0.00,39270653.00,15098616.00,72972764.00,72972764.00,0.00,0.00,0.00,79672786.00,15436546.00,64236240.00,0.00,0.00,239228896.00,0.00,0.00
DELAWARE,2021,36018484,0,0,32184421,41026832,1081100,1081100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12262587.00,8842755.00,3419832.00,0.00,0.00,12631846.00,12631846.00,0.00,0.00,0.00,0.00,1052521.00,460020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4674636.00,2763042.00,1593690.00,317904.00,0.00,32162710.00,3038179.00,41844427.00
DIST.OF COLUMBIA,2021,103300207,0,3922929,88381274,15236345,23557534,23557534.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24798957.90,0.00,630400.37,24168557.53,0.00,30886298.62,30886298.62,0.00,0.00,0.00,0.00,0.00,335000.00,0.00,282049.36,0.00,0.00,0.00,0.00,0.00,0.00,19603119.36,12873104.16,5846694.65,883320.55,0.00,99462959.24,0.00,15150663.76
FLORIDA,2021,560484398,82996517,42293077,435194804,50849183,31418735,15677743.00,15740992.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42024408.00,4252755.00,2748157.00,35023496.00,5086823.00,95514565.00,95514565.00,0.00,0.00,0.00,0.00,869411.00,17786728.00,0.00,645406.00,0.00,153242581.00,9524328.00,277957.00,143440296.00,0.00,38766813.00,35114319.00,0.00,3652494.00,0.00,385355470.00,0.00,100688517.00
GEORGIA,2021,329650291,0,1012170,328638121,106854598,70929417,37392561.00,33536856.00,22791436.00,22791436.00,0.00,0.00,0.00,0.00,0.00,0.00,6617923.00,6565158.00,0.00,52765.00,23136.00,0.00,0.00,0.00,0.00,0.00,0.00,4677673.00,8433116.00,13980783.00,8049679.00,0.00,117139947.00,104389687.00,8901283.00,3848977.00,0.00,24201126.00,13434263.00,9269702.00,1497161.00,0.00,276844236.00,39196436.00,119452047.00
HAWAII,2021,98578402,0,9857840,88720562,379603850,24745419,24745419.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2721445.00,0.00,0.00,2721445.00,689034.00,1879786.00,1879786.00,0.00,279437.00,0.00,0.00,1726755.00,0.00,901732.00,3014116.00,208326.00,6882890.00,6882890.00,0.00,0.00,4091220.00,15747007.00,9560895.00,4395271.00,1790841.00,0.00,62887167.00,26939299.00,378497946.00
IDAHO,2021,30307166,7804095,0,22503071,8268887,440052,440052.00,0.00,0.00,0.00,0.00,0.00,11650503.00,0.00,0.00,11650503.00,940757.00,117545.00,25125.00,798087.00,361.00,1027140.00,0.00,1027140.00,0.00,0.00,0.00,2171987.00,0.00,0.00,333780.00,0.00,0.00,0.00,0.00,0.00,0.00,3444327.00,2637336.00,0.00,806991.00,0.00,20008907.00,0.00,10763051.00
ILLINOIS,2021,583126272,0,600000,582526272,0,36502925,36502925.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17739905.00,0.00,13166927.00,4572978.00,341556.00,97595781.00,97595781.00,0.00,460000.00,103349474.00,0.00,568203.00,0.00,11354095.00,112693.00,0.00,229756031.00,0.00,0.00,229756031.00,0.00,84745609.00,0.00,84745609.00,0.00,0.00,582526272.00,0.00,0.00
INDIANA,2021,206116672,61835002,0,144281670,32053087,19941170,19941170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1493868.00,0.00,922211.00,571657.00,3576946.00,14673160.00,14673160.00,0.00,0.00,0.00,0.00,346140.00,0.00,1562636.00,3849275.00,18499113.00,2160621.00,2160621.00,0.00,0.00,22409525.00,22685188.00,13610034.00,0.00,9075154.00,0.00,111197642.00,10799173.00,54337942.00
IOWA,2021,130558068,26205412,12962008,91390648,11008335,862400,862400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,644546.00,0.00,0.00,644546.00,152175.00,10501949.00,10501949.00,0.00,0.00,0.00,0.00,183202.00,0.00,0.00,1447063.00,10417.00,54291792.00,38962795.00,0.00,15328997.00,0.00,7106265.00,3494238.00,2590966.00,1021061.00,0.00,75199809.00,0.00,27199174.00
KANSAS,2021,101477697,0,10147767,91329930,60632916,9940821,9940821.00,0.00,30724919.00,30724919.00,0.00,0.00,1045714.00,1045714.00,0.00,0.00,812652.00,0.00,400886.00,411766.00,1535800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3856030.00,15147881.00,0.00,2035773.00,2998136.00,2998136.00,0.00,0.00,6305191.00,15305777.00,8141181.00,4945888.00,2218708.00,0.00,89708694.00,3870472.00,58383680.00
KENTUCKY,2021,180689420,0,0,180689420,38809971,125813475,4097670.00,121715805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7585447.00,1735168.00,109947.00,5740332.00,0.00,984946.00,984946.00,0.00,0.00,0.00,0.00,0.00,891816.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12432290.00,10190510.00,0.00,2241780.00,0.00,147707974.00,0.00,71791417.00
LOUISIANA,2021,163430877,0,16343087,147087790,65374564,12362209,12362209.00,0.00,0.00,0.00,0.00,0.00,8407830.00,0.00,0.00,8407830.00,4542746.00,0.00,4542746.00,0.00,349557.00,50662903.00,0.00,50662903.00,0.00,0.00,0.00,0.00,7620102.00,810000.00,0.00,1041833.00,33289937.00,700479.00,0.00,32589458.00,2589369.00,19240067.00,15721976.00,1438069.00,2080022.00,0.00,140916553.00,0.00,71545801.00
MAINE,2021,77863090,15572618,7786309,54504163,115375030,24898215,24898215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13757390.00,0.00,1151746.00,12605644.00,1788528.00,4680724.00,4147762.00,532962.00,118900.00,8500000.00,0.00,1848880.00,2576605.00,7484382.00,0.00,0.00,6585234.00,6585234.00,0.00,0.00,601388.00,4993481.00,2622810.00,2301589.00,69082.00,0.00,77833727.00,35680926.00,56364540.00
MARYLAND,2021,255543913,0,22834201,205507807,50758,107954625,84248798.00,23705827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27362989.00,7413896.00,2602560.00,17346533.00,2811284.00,5127900.00,5127900.00,0.00,0.00,0.00,0.00,700338.00,0.00,0.00,0.00,677332.00,30066505.00,26974459.00,0.00,3092046.00,1104880.00,41127761.00,18987683.00,20624342.00,1515736.00,0.00,216933614.00,0.00,15826856.00
MASSACHUSETTS,2021,512398524,91570224,45785519,320499448,0,25500000,25500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151709880.00,0.00,151709880.00,0.00,0.00,197832901.00,197832901.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375042781.00,0.00,0.00
MICHIGAN,2021,772794194,6893736,77279419,688621039,94231079,103024128,46400961.00,56623167.00,12439595.00,12439595.00,0.00,0.00,150298.00,0.00,0.00,150298.00,3215196.00,666771.00,2548425.00,0.00,55545616.00,0.00,0.00,0.00,0.00,0.00,0.00,12393608.00,67828.00,109305307.00,0.00,0.00,55803040.00,55803040.00,0.00,0.00,0.00,314926518.00,50315869.00,260477461.00,4133188.00,0.00,666871134.00,0.00,115980984.00
MINNESOTA,2021,259569108,60487000,4790000,194292108,103991022,43543646,43543646.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50881616.00,0.00,675124.00,50206492.00,1656384.00,0.00,0.00,0.00,0.00,0.00,0.00,13809742.00,0.00,0.00,1314985.00,0.00,0.00,0.00,0.00,0.00,14217111.00,28296162.00,27909271.00,0.00,386891.00,3268609.00,156988255.00,0.00,141294875.00
MISSISSIPPI,2021,86481245,0,0,86481245,47036905,3530536,3530536.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2590406.00,0.00,0.00,2590406.00,553971.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10015528.00,15209877.00,0.00,0.00,15209877.00,0.00,3711566.00,2992105.00,0.00,719461.00,0.00,35611884.00,0.00,97906266.00
MISSOURI,2021,216335469,0,21633547,194701922,0,17014773,17014773.00,0.00,0.00,0.00,0.00,0.00,120352279.00,120352279.00,0.00,0.00,48605325.00,89796.00,44295641.00,4219888.00,249359.00,4491995.00,4491995.00,0.00,0.00,0.00,0.00,0.00,517342.00,0.00,358421.00,806063.00,0.00,0.00,0.00,0.00,0.00,2306365.00,2306365.00,0.00,0.00,0.00,194701922.00,0.00,0.00
MONTANA,2021,37888854,5000000,1976440,30912414,27344441,9085607,9085607.00,0.00,774728.00,0.00,0.00,774728.00,1813414.00,1813414.00,0.00,0.00,242439.00,103609.00,52878.00,85952.00,9131.00,459897.00,459897.00,0.00,14024.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4206996.00,3380280.00,457015.00,369701.00,0.00,16606236.00,0.00,41650619.00
NEBRASKA,2021,56627234,658294,428383,55540557,101840685.1,14884542.49,14884542.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9787502.86,0.00,263781.93,9523720.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167172.50,0.00,0.00,0.00,361289.15,6350929.11,6338066.12,0.00,12862.99,1506606.00,3100150.04,2815419.66,0.00,284730.38,0.00,36158192.15,65682492.93,55540557.00
NEVADA,2021,43762394,0,0,43762394,33445305,11423542,11423542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12101.00,0.00,12101.00,0.00,1148845.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182414.00,0.00,147055.00,0.00,3564944.00,3564944.00,0.00,0.00,0.00,21244158.00,4676000.00,12700656.00,3867502.00,0.00,37723059.00,646003.00,38838637.00
NEW HAMPSHIRE,2021,38394141,0,660764.38,37733376.62,45127218,13485231,12134886.00,1350345.00,4381813.00,3257465.00,1058919.00,65429.00,0.00,0.00,0.00,0.00,4422672.00,0.00,57920.00,4364752.00,216270.00,0.00,0.00,0.00,0.00,0.00,0.00,26195.00,150000.00,0.00,108873.00,0.00,0.00,0.00,0.00,0.00,1892727.00,4142309.00,2791169.00,0.00,1351140.00,1470961.00,30297051.00,0.00,52563543.62
NEW JERSEY,2021,402701508,79000000,9377000,314324508,56942388.4,63609427.61,62701569.61,907858.00,6840000.00,0.00,0.00,6840000.00,0.00,0.00,0.00,0.00,45999560.56,0.00,10431585.00,35567975.56,4231651.00,8443852.00,8443852.00,0.00,10533.00,35934256.00,0.00,3441772.00,3497555.71,15834462.00,1862627.00,4968390.00,0.00,0.00,0.00,0.00,0.00,35190968.14,33717262.04,0.00,1473706.10,0.00,229865055.02,141401841.38,0.00
NEW MEXICO,2021,123014365,31145625,0,78774222,58609617,42232708,42232708.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13347050.43,3034663.47,1163939.87,9148447.09,153074.21,28135226.75,11722796.00,16412430.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200000.00,723958.50,723958.50,0.00,0.00,4518242.64,5925508.97,4520460.82,0.00,1405048.15,0.00,95235769.50,48103441.50,7139146.00
NEW YORK,2021,2724929779,273696000,204001398,1957171533,886556368,967518940,967518940.00,0.00,112739255.00,100104228.00,12635027.00,0.00,34885760.00,10087784.00,3582153.00,21215823.00,138535791.00,39291834.00,6057657.00,93186300.00,716341.00,0.00,0.00,0.00,38790.00,0.00,0.00,141651655.00,28535608.00,10359621.00,0.00,236853.00,173774158.00,151757183.00,0.00,22016975.00,910745.00,267540102.00,225547634.00,41992468.00,0.00,0.00,1877443619.00,39745042.00,1216600088.00
NORTH CAROLINA,2021,336228135,21773001,24897882,253766744,55334820,30907971,30907971.00,0.00,0.00,0.00,0.00,0.00,79483147.00,79483147.00,0.00,0.00,1851710.00,0.00,1474253.00,377457.00,42897.00,157945594.00,157945594.00,0.00,0.00,0.00,0.00,170063.00,40772.00,3327877.00,0.00,79496.00,4560747.00,4233377.00,327370.00,0.00,0.00,22289761.00,19840096.00,2449665.00,0.00,0.00,300700035.00,44145919.00,46118.00
NORTH DAKOTA,2021,26312690,0,0,26312690,1499759,1378758,831446.00,547312.00,9956035.00,9956035.00,0.00,0.00,1376392.00,1376392.00,0.00,0.00,476310.00,0.00,3270.00,473040.00,294661.00,0.00,0.00,0.00,0.00,0.00,0.00,21930.00,0.00,0.00,240655.00,0.00,2516110.00,2516110.00,0.00,0.00,0.00,5368832.00,3655733.00,89963.00,1623136.00,0.00,21629683.00,0.00,6182766.00
OHIO,2021,725565965,0,72556596,653009369,592991715,89180478,89180478.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84445703.00,10668416.00,22156347.00,51620940.00,48003708.00,230255499.00,229681693.00,573806.00,0.00,0.00,0.00,31314579.00,17413971.00,7092813.00,3526319.00,10119337.00,17271031.00,3915743.00,0.00,13355288.00,0.00,88412398.00,44334618.00,27835131.00,16242649.00,0.00,627035836.00,608572168.00,10393080.00
OKLAHOMA,2021,138007998,27601599,13800800,96605599,264061336,5848012,5848012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2276733.00,0.00,2276733.00,0.00,37288.00,6767659.00,6767659.00,0.00,0.00,0.00,0.00,78369.00,67873.00,229466.00,0.00,9323052.00,1556296.00,1469902.00,0.00,86394.00,0.00,781584.00,7233.00,563202.00,211149.00,29280.00,26995612.00,0.00,333671323.00
OREGON,2021,165835476,0,0,165835476,45202633,36376399,36376399.00,0.00,4362329.00,3913765.00,0.00,448564.00,0.00,0.00,0.00,0.00,9140152.00,402939.00,1014686.00,7722527.00,1197311.00,1378737.00,1378737.00,0.00,0.00,0.00,0.00,3857.00,6480993.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16590300.00,7340977.00,9249323.00,0.00,0.00,75530078.00,0.00,135508031.00
PENNSYLVANIA,2021,717124957,149612500,30977000,536535457,629616567,102621472,102621472.00,0.00,0.00,0.00,0.00,0.00,15978493.00,0.00,15737084.00,241409.00,98310766.00,0.00,1539708.00,96771058.00,557864.00,58602775.00,58602775.00,0.00,0.00,0.00,0.00,5063848.00,0.00,0.00,38277523.00,2496370.00,0.00,0.00,0.00,0.00,0.00,46887090.00,38706002.00,0.00,8181088.00,0.00,368796201.00,128096113.00,669259710.00
RHODE ISLAND,2021,94708016,0,7560018,87147998,24050483,12522205,12522205.00,0.00,0.00,0.00,0.00,0.00,9696880.00,0.00,0.00,9696880.00,8002663.00,0.00,0.00,8002663.00,924567.00,21048583.00,21048583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1948187.00,0.00,0.00,1948187.00,0.00,5354555.00,1756914.00,3333323.00,264318.00,0.00,59497640.00,0.00,51700841.00
SOUTH CAROLINA,2021,111507587,0,0,99637930,0,28481983,19073283.00,9408700.00,0.00,0.00,0.00,0.00,140910.00,140910.00,0.00,0.00,7102102.00,0.00,7102102.00,0.00,672794.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2580565.00,0.00,0.00,1986014.00,3761078.00,0.00,7.00,3761071.00,0.00,54241765.00,14497238.00,38240947.00,1503580.00,4161871.00,103129082.00,0.00,8378505.00
SOUTH DAKOTA,2021,21207402,0,2120740,19086662,22794891,5889175,5889175.00,0.00,8255942.00,4066604.00,0.00,4189338.00,0.00,0.00,0.00,0.00,2277436.00,0.00,0.00,2277436.00,11890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288034.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,674444.00,1173587.00,1173587.00,0.00,0.00,0.00,18570508.00,0.00,23311045.00
TENNESSEE,2021,190891768,0,0,190891768,789633873,105120236,105120236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19987318.00,0.00,1449974.00,18537344.00,1540765.00,7621508.53,7621508.53,0.00,0.00,48770.00,0.00,0.00,79099.00,535256.00,617354.00,132302.00,14690056.00,14690056.00,0.00,0.00,472005.00,30477615.00,28456638.00,0.00,2020977.00,865992.00,182188276.53,0.00,798337364.47
TEXAS,2021,542387696,0,31663704,452988401,410107109.5,0,0.00,0.00,252197385.00,252197385.00,0.00,0.00,131689327.00,131689327.00,0.00,0.00,70107000.00,889123.00,5856153.00,63361724.00,621341.00,0.00,0.00,0.00,0.00,0.00,0.00,1434905.00,0.00,0.00,6705009.00,0.00,0.00,0.00,0.00,0.00,12271813.00,82206291.00,73423776.00,0.00,8782515.00,0.00,557233071.00,0.00,363598030.50
UTAH,2021,75355939,15071188,7535000,52749751,59430354,6834116,6834116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9572157.00,130823.00,991106.00,8450228.00,0.00,2654311.00,2654311.00,0.00,1500316.00,0.00,0.00,1543240.00,2643571.00,2964852.00,1303241.00,534400.00,959668.00,959668.00,0.00,0.00,0.00,5424183.00,4308286.00,308964.00,806933.00,0.00,35934055.00,0.00,76593708.00
VERMONT,2021,47196916,9224074,4719691,33253151,0,4010014,4010014.00,0.00,0.00,0.00,0.00,0.00,7262637.00,7262637.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,529165.00,529165.00,0.00,0.00,17683927.00,0.00,10984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3756424.00,2489378.00,1156025.00,111021.00,0.00,33253151.00,0.00,0.00
VIRGINIA,2021,157762831,1416245,15776283,140570303,133170185,32567382,32567382.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19948990.00,500.00,806814.00,19141676.00,242716.00,603394.00,603394.00,0.00,0.00,185725.00,0.00,6873428.00,3656705.00,1881142.00,0.00,0.00,35021085.00,26583015.00,0.00,8438070.00,953832.00,26371881.00,24196734.00,0.00,2175147.00,33063154.00,161369434.00,7808387.00,104562667.00
WASHINGTON,2021,424135717,73021310.6,5675000,300291391.4,131670942,146802770.2,146802770.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42891410.42,7085054.49,10596501.64,25209854.29,0.00,85057496.96,85057496.96,0.00,0.00,0.00,0.00,0.00,700662.41,0.00,0.00,0.00,35422332.99,0.00,0.00,35422332.99,0.00,24554015.89,18212481.14,0.00,6341534.75,0.00,335428688.87,43647788.00,98033871.53
WEST VIRGINIA,2021,109812728,0,10981272,98831456,101445157,20942696,20942696.00,0.00,19153873.00,18782915.00,0.00,370958.00,0.00,0.00,0.00,0.00,314625.00,0.00,0.00,314625.00,10427910.00,18125000.00,18125000.00,0.00,0.00,0.00,0.00,1180952.00,4597570.00,645.00,0.00,0.00,7431216.00,3055135.00,0.00,4376081.00,0.00,7909075.00,6173103.00,0.00,1735972.00,0.00,90083562.00,0.00,110193051.00
WISCONSIN,2021,312845980,62569196,14653500,235623284,204996623,239303,239303.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5991058.00,3274964.00,241715.00,2474379.00,11960.00,118151807.00,118151807.00,0.00,0.00,69700000.00,0.00,600000.00,481910.00,2497245.00,1044472.00,0.00,9258260.00,9258260.00,0.00,0.00,6212000.00,12454884.00,10720775.00,10395.00,1723714.00,307509.00,226950408.00,0.00,213669499.00
WYOMING,2021,18428651,0,0,18428651,27230692,9565209,4115209.00,5450000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4275284.00,0.00,4275284.00,0.00,0.00,1606145.00,0.00,1606145.00,0.00,0.00,0.00,1280472.00,915540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1323282.00,1263799.00,854889.00,308814.00,100096.00,0.00,20229731.00,0.00,25429612.00
U.S. TOTAL,2019,16824446346,1302120255,1118542394,13812280153,5253667328,6510603259,6006883652.00,503719607.00,688989820.00,359949880.00,32818646.00,296221294.00,580107979.00,446602734.00,58533409.00,74971836.00,3231367864.00,150092664.00,1633537623.00,1447737577.00,406973841.00,6343540608.00,3742477822.00,2601062786.00,2456867.00,2271949214.00,490025322.00,955030689.00,408450102.00,871627154.00,238812743.00,163778888.00,1782486362.00,884119385.00,31198002.00,867168975.00,124273981.00,3162955745.00,1996838884.00,938816464.00,227300397.00,249597534.00,28483027972.00,1382954167.00,4475233617.00
ALABAMA,2019,103786259,0,9300727,83706540,86403403,17262940,17262940.00,0.00,7295669.00,0.00,0.00,7295669.00,0.00,0.00,0.00,0.00,7499681.00,4892913.00,127568.00,2479200.00,3663679.00,27528818.00,5523997.00,22004821.00,0.00,0.00,0.00,30984473.00,873299.00,1093712.00,552897.00,3307450.00,38271118.00,8252288.00,0.00,30018830.00,3372849.00,25919166.00,11948350.00,13063819.00,906997.00,0.00,167625751.00,50815320.00,59608737.00
ALASKA,2019,44397466,8879493,4439747,31078226,36312583,37175891,37175891.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10152285.00,0.00,2823375.00,7328910.00,417334.00,5902781.00,5902781.00,0.00,0.00,0.00,0.00,367313.00,0.00,8492224.00,2842350.00,0.00,0.00,0.00,0.00,0.00,0.00,6239042.00,6228163.00,0.00,10879.00,0.00,71589220.00,1902879.00,30457535.00
ARIZONA,2019,222517442,0,19940731,179466582,46162027,43598588,19051509.00,24547079.00,14691349.00,14691349.00,0.00,0.00,0.00,0.00,0.00,0.00,682232.00,0.00,298481.00,383751.00,9976231.00,0.00,0.00,0.00,0.00,0.00,0.00,26535374.00,7227262.00,0.00,0.00,0.00,196653503.00,97522982.00,15865442.00,83265079.00,0.00,26968034.00,12328140.00,11056632.00,3583262.00,0.00,326332573.00,0.00,41849734.00
ARKANSAS,2019,63098945,0,0,56545640,72629389,4912258,4912258.00,0.00,0.00,0.00,0.00,0.00,4779900.00,0.00,0.00,4779900.00,14025376.00,29630.00,3133312.00,10862434.00,1157038.00,32802270.00,2659737.00,30142533.00,0.00,0.00,0.00,0.00,0.00,520588.00,1529738.00,3573775.00,275547.00,275547.00,0.00,0.00,0.00,16548326.00,14449327.00,38128.00,2060871.00,0.00,80124816.00,40914768.00,49248398.00
CALIFORNIA,2019,3635563213,0,362534438,3273028775,257776421,2204395614,2070663207.00,133732407.00,275119328.00,0.00,0.00,275119328.00,0.00,0.00,0.00,0.00,1761212419.00,23087951.00,1121913878.00,616210590.00,194460184.00,797841026.00,797841026.00,0.00,0.00,0.00,0.00,676476.00,136485665.00,848777.00,31556181.00,2137239.00,309077.00,108948.00,200129.00,0.00,7586193.00,768865103.00,494208856.00,229508703.00,45147544.00,303393.00,6181796675.00,259283431.00,0.00
COLORADO,2019,151323834,1293864,2200262,132113577,104317847,75424102,75424102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11618861.00,3573502.00,3176413.00,4868946.00,7869129.00,70451887.00,11128594.00,59323293.00,31943.00,74004128.00,2436245.00,18120717.00,2289750.00,1197651.00,512920.00,321422.00,50090252.00,31783189.00,13500.00,18293563.00,9811771.00,55194904.00,15964558.00,36744304.00,2486042.00,0.00,379375682.00,0.00,103136387.00
CONNECTICUT,2019,265907706,26678810,0,239228896,0,41885749,41885749.00,0.00,0.00,0.00,0.00,0.00,20945310.00,0.00,0.00,20945310.00,11266540.00,0.00,11266540.00,0.00,0.00,97506675.00,14806028.00,82700647.00,0.00,59300272.00,0.00,0.00,19401693.00,0.00,36622369.00,14447805.00,70619239.00,70619239.00,0.00,0.00,0.00,102651934.00,35022900.00,64025377.00,3603657.00,0.00,474647586.00,0.00,0.00
DELAWARE,2019,35914406,0,0,32184421,18930081,11387726,11387726.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1809019.00,339312.00,581857.00,887850.00,0.00,79081463.00,79081463.00,0.00,0.00,0.00,0.00,1795080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21594000.00,4807461.00,16771215.00,15324.00,0.00,115667288.00,3060333.00,29720547.00
